27145,0.00051718845
27146,0.00089263415
27147,0.0009237634
27148,0.0008735073
27149,0.00052409654
27150,0.00067758374
27151,0.005596484
27152,0.0024132747
27153,0.00079710584
27154,0.008998105
27155,0.000682677
27156,0.002111117
27157,0.0006245089
27158,0.085506335
27159,0.0020462715
27160,0.643587
27161,0.0012563008
27162,0.0011413326
27163,0.0006255115
27164,0.034133308
27165,0.00049392646
27166,0.0016592499
27167,0.00051275163
27168,0.00056956743
27169,0.00050743704
27170,0.0005006425
27171,0.0004887783
27172,0.00049477397
27173,0.00049403124
27174,0.0004896026
27175,0.00052079477
27176,0.0007635817
27177,0.0026619849
27178,0.00065813086
27179,0.0015100787
27180,0.00046608117
27181,0.16320917
27182,0.000480485
27183,0.0005471058
27184,0.00063364266
27185,0.0005317171
27186,0.0010935563
27187,0.0004928572
27188,0.0004794874
27189,0.00065420533
27190,0.000464545
27191,0.0010606222
27192,0.00054692
27193,0.00057980214
27194,0.00086369255
27195,0.0006058915
27196,0.0008008395
27197,0.00051821856
27198,0.014688914
27199,0.00047903322
27200,0.00053949596
27201,0.00051662663
27202,0.0008020204
27203,0.0007240094
27204,0.0005224414
27205,0.00061447604
27206,0.04209193
27207,0.00057412003
27208,0.0013570138
27209,0.00048269038
27210,0.00045483612
27211,0.013364971
27212,0.0006410663
27213,0.0004785393
27214,0.0005274512
27215,0.0005334772
27216,0.00075832714
27217,0.000781478
27218,0.0005626235
27219,0.00055363355
27220,0.00048211898
27221,0.00063203636
27222,0.0005078423
27223,0.0006296692
27224,0.0005137061
27225,0.00052509597
27226,0.00051540986
27227,0.00048368773
27228,0.0004942285
27229,0.00050757744
27230,0.0004868017
27231,0.0005499438
27232,0.0005758614
27233,0.00050249544
27234,0.00049710536
27235,0.00048891676
27236,0.0006216178
27237,0.0059998343
27238,0.0018017838
27239,0.00066820777
27240,0.0005045411
27241,0.00054707023
27242,0.0011899064
27243,0.012891149
27244,0.0008508453
27245,0.0011267354
27246,0.00048284148
27247,0.0004566855
27248,0.008581695
27249,0.0004957961
27250,0.15753286
27251,0.0022937483
27252,0.5506696
27253,0.00050552643
27254,0.00049176655
27255,0.00049910665
27256,0.00077943585
27257,0.0006084458
27258,0.00087605696
27259,0.00094536704
27260,0.0011979603
27261,0.001515043
27262,0.0005163572
27263,0.00054459064
27264,0.0005867145
27265,0.00047417707
27266,0.0004981677
27267,0.00056898233
27268,0.001959249
27269,0.011218042
27270,0.00046895497
27271,0.0005183569
27272,0.000547396
27273,0.00053313636
27274,0.001190235
27275,0.00060689263
27276,0.000549391
27277,0.003817623
27278,0.0004797488
27279,0.0005757202
27280,0.7058288
27281,0.00048485873
27282,0.000822256
27283,0.0006113168
27284,0.0005049039
27285,0.0006202262
27286,0.00087867293
27287,0.00052132906
27288,0.0004825918
27289,0.0016557416
27290,0.0005345478
27291,0.0004856907
27292,0.0014318817
